Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Hitachi Solutions France,https://www.crunchbase.com/organization/hitachi-solutions-france,"Hitachi Solutions is an international consulting company specializing in the integration of solutions and applications. It is equipped with a team of professionals made up of business consultants and technology experts. They support mid-size companies operating in the distribution, fashion, professional services, or even the public sector in their transformation projects digital technology, the deployment of ERP and CRM solutions, data science, and data analysis. Using Microsoft technologies, they offer their customers solutions tailored to their needs and business issues.","Cloud Computing, Consulting, CRM, Enterprise Resource Planning (ERP), Information Technology",https://www.hitachi-solutions.fr/,"Paris, Ile-de-France, France",Hitachi Solutions is an international consulting company specializing in the integration of solutions and applications.,"1,451,491",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,11-50,,,,,,
Edjet,https://www.crunchbase.com/organization/edjet,"Edjet is a cloud-based e-learning publishing platform and course marketplace. Its courses are available instantly to businesses worldwide.  The company makes it easy to buy SCORM, TinCan (xAPI), AICC and other ready-made courses and to train staff, partners, or anyone else worldwide.","Cloud Computing, E-Learning, Information Technology, Software",https://www.netventic.com,"Brno, Jihomoravsky kraj, Czech Republic",Edjet is an eLearning publishing platform on the cloud.,"1,454,524",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,1-10,,,,,,
Olatic,https://www.crunchbase.com/organization/olatic,,"Cloud Computing, Cyber Security, Data Visualization, IT Management, Software",https://www.olatic.es,"Bilbao, Pais Vasco, Spain","Olatic offers software, cybersecurity, data backup, cloud computing, communication technology, and managed IT solutions.","1,457,757",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,11-50,,,,,,
Strains,https://www.crunchbase.com/organization/strains,"STRAINS is dedicated to structural analysis of civil structures and edifices, and innovation through research and software development, on collaboration with universities and research centers, public or private.  Our clients are Engineering firms looking for high level analyses, as well as public administrations or contractors.","Cloud Computing, Software, Software Engineering",http://strains.fr/,"Paris, Ile-de-France, France",Structural analysis of civil structures and edifices,"1,463,059",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,1-10,,,,,,
Direzione22,https://www.crunchbase.com/organization/direzione22,,"Cloud Computing, CRM, E-Commerce, Enterprise Resource Planning (ERP), Software",http://www.direzione22.it,"Reggio Nell Emilia, Emilia-Romagna, Italy","Direzione22 offers ERP software, CRM, cloud solution, SEO, e-commerce, security, and online marketing services.","1,464,031",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,day,,11-50,,,,,,
Zierzo Telecom,https://www.crunchbase.com/organization/zierzo-telecom,,"Cloud Computing, Internet, Telecommunications",https://zierzo.es/,"Zaragoza, Aragon, Spain","Zierzo Telecom provides cloud services, VoIP telephony services, and information systems integration.","1,466,817",,,,,,,,,,,,,European Union (EU),Active,2014-09-11,day,,1-10,,,,,,
4Cambridge,https://www.crunchbase.com/organization/4cambridge,,"Cloud Computing, Information Technology, Security",https://www.4cambridge.co.uk,"Cambridge, Cambridgeshire, United Kingdom","4Cambridge specializes in IT security, cloud and IT support.","1,469,220",,,,,,,,,,,,,,Active,2017-01-01,year,,1-10,,,,,,
Q-Hub,https://www.crunchbase.com/organization/q-hub-8807,"Qhub is a versatile cloud-based platform. Their tools and customizable workflows are assisting businesses in revolutionising the way they manage quality and other compliance requirements, bringing true value to their operations.","Cloud Computing, Developer Platform, Information Technology, Software",https://q-hub.co.uk,"London, England, United Kingdom",Q-Hub is a cloud based compliance platform for business.,"1,473,622",,,,,,,,,,,,,,Active,2020-01-01,year,,1-10,,,,,,
EuroHPC Joint Undertaking,https://www.crunchbase.com/organization/eurohpc-joint-undertaking,"EuroHPC Joint is an effort of the European Union, European countries, and business partners to create a supercomputing ecosystem. It was founded in 2018 and is based in Luxembourg City, Luxembourg.","Cloud Computing, Computer, Information Technology",https://eurohpc-ju.europa.eu/,"Luxembourg, Luxembourg, Luxembourg","EuroHPC Joint is an effort of the European Union, European countries, and business partners to create a supercomputing ecosystem.","1,480,413",,,,,,,,,,,,,European Union (EU),Active,2018-01-01,year,,11-50,,,,,,
Vicmartin,https://www.crunchbase.com/organization/vicmartin,"Vicmartin is an information technology and service company. It is focused on offering technological services related to the administration, integration, implementation, programming, and analysis of both systems and network architecture projects. It offers services like cybersecurity solutions, support consulting, managed it services, network solutions, cloud computing, and more.","Cloud Computing, Consulting, Cyber Security, Information Technology, Network Security, Security, Unified Communications",https://vicmartin.com,"Madrid, Madrid, Spain","Vicmartin provides security, data center, systems administration, and cloud solutions.","1,483,269",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
Intellicloud,https://www.crunchbase.com/organization/intellicloud,,"Cloud Computing, IT Infrastructure, IT Management, Software",https://www.intellicloud.ro/,"Bucharest, Bucuresti, Romania","Intellicloud is software company that offers IT security, cloud, identity, hardware, IT monitoring, training, device management and support.","1,504,734",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Mariska.net,https://www.crunchbase.com/organization/mariska-net,,"Cloud Computing, Computer, Information Technology, Network Security",https://www.mariskal.net,"Medina Del Campo, Castilla y Leon, Spain","Mariska.net provides computer repair, maintenance, network design, administration, consultation, server management, cloud, and IT services.","1,507,924",,,,,,,,,,,,,European Union (EU),Active,2016-03-16,day,,1-10,,,,,,
Althammer & Kill,https://www.crunchbase.com/organization/althammer-kill,,"Cloud Computing, Compliance, Cyber Security, Information Technology",https://www.althammer-kill.de,"Düsseldorf, Nordrhein-Westfalen, Germany","Althammer & Kill provides cloud computing, cyber security, data protection, compliance, and IT consultation services to businesses.","1,508,088",,,,,,,,,,,,,European Union (EU),Active,2014-01-01,year,,11-50,,,,,,
kameon,https://www.crunchbase.com/organization/kameon,"kameon is working in and with the cloud in every business. The software is a holistic and modular system. That offers their unimagined flexibility, enables savings in operating costs, and is scalable.","Cloud Computing, Enterprise Resource Planning (ERP), Software",https://www.kameon.de,"Reutlingen, Baden-Wurttemberg, Germany",kameon is a software development and consulting company.,"1,508,814",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,,,
Logimic,https://www.crunchbase.com/organization/logimic,"Logimic provides IoT applications for industry. They focus on wireless control of industrial devices and wireless data flow. They help industrial partners equip their products with hardware, software, and cloud infrastructure to meet their IIOT and Industry 4.0 requirements. They provide software services for industrial partners.","Cloud Computing, Consulting, Information Technology, Internet of Things, Web Apps",https://www.logimic.com,"Jirikovice, Jihomoravsky kraj, Czech Republic",Logimic is a information technology industry.,"1,509,247",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
UAB Prodest,https://www.crunchbase.com/organization/uab-prodest,,"Cloud Computing, Computer, IT Management, Software",https://prodest.lt/,"Vilnius, Vilniaus Apskritis, Lithuania","UAB Prodest specializes in cloud computing, audit, server management, infrastructure, IT maintenance, and management solutions.","1,510,233",,,,,,,,,,,,,European Union (EU),Active,2015-06-26,day,,1-10,,,,,,
247 IT Services,https://www.crunchbase.com/organization/247-it-services,,"Cloud Computing, Information Technology, IT Infrastructure, Network Hardware, Network Security, Telecommunications",https://247it.services/,"Reading, Reading, United Kingdom","247 IT Services provides managed IT support, system security, business continuity, cloud computing, network, and consultancy services.","1,514,875",,,,,,,,,,,,,,Active,2016-01-01,year,1,1-10,Clinton Sutherland,,,,,
IntegraleIT,https://www.crunchbase.com/organization/integraleit,,"Cloud Computing, Computer, Network Security, Outsourcing, Professional Networking, Virtualization",https://integraleit.pl/,"Poznan, Wielkopolskie, Poland",IntegraleIT provides comprehensive and innovative solutions that facilitate enterprises' digital transformation.,"1,515,648",,,,,,,,,,,,,European Union (EU),Active,2016-01-01,year,,11-50,,,,29239392,USD,29239392
We Code Ideas,https://www.crunchbase.com/organization/we-code-ideas,,"Cloud Computing, Consulting, Mobile Apps, Web Development",https://www.wecodeideas.com/,"London, England, United Kingdom","We Code Ideas is a IT company that specializes in web design, web development, Flutter development, mobile applications and cloud computing.","1,518,785",,,,,,,,,,,,,,Active,2020-01-01,year,,1-10,,,,,,
Kamazoy Virtual IT Department,https://www.crunchbase.com/organization/kamazoy-virtual-it-department,,"Cloud Computing, Cyber Security, IT Infrastructure, IT Management, Virtualization",https://kamazoy.uk,"Worcester, Worcestershire, United Kingdom","Kamazoy Virtual IT Department specializes in networking, cloud computing, backup, cyber security, and IT infrastructure solutions.","1,520,944",,,,,,,,,,,,,,Active,2015-01-01,year,,1-10,,,,,,
Veluwe Partners,https://www.crunchbase.com/organization/veluwe-partners,,"Cloud Computing, Information Technology, Technical Support, Training",http://veluwepartners.nl/,"Nunspeet, Gelderland, The Netherlands","Veluwe Partners is an IT company that specializes in cloud computing, networking, training, advice and technical support services.","1,523,722",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,year,,1-10,,,,,,
Kiowy,https://www.crunchbase.com/organization/kiowy,,"Cloud Computing, Google, Information Technology, Internet, Software",https://www.kiowy.com,"Clermont-ferrand, Auvergne, France","Kiowy provides IT, cloud computing, Kubernetes, Google cloud platform, docker, cloud-native, and DevOps.","1,523,384",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,,1-10,,,,,,
ASCAMSO,https://www.crunchbase.com/organization/ascamso,ASCAMSO is a cloud service broker and rating agency.,"Cloud Computing, Financial Services, Information Services, Information Technology, Insurance, Marketing",https://www.ascamso.com,"Frankfort, Hessen, Germany",ASCAMSO is a cloud service broker and rating agency.,"1,527,456",,,,,,,,,,,,,European Union (EU),Active,2015-04-12,day,,1-10,,,,,,
Steery,https://www.crunchbase.com/organization/steery,"Steery gathers the essential features for SME’s daily management into one unique, comprehensive, easy-to-use solution from sales activities to cash flow management and accounting.","Accounting, Business Intelligence, Cloud Computing, CRM, Procurement, SaaS, Sales Automation, Small and Medium Businesses, Software",http://www.steery.com,"Quimper, Bretagne, France",The 1st Customizable Business Steering Solution For Entrepreneurs,"1,526,857",,,,,,,,,,,,,European Union (EU),Active,2014-03-19,day,3,1-10,"Alexandre ROBERT, Benjamin MALARTIC, Catherine Houdayer-Quelven",,,,,
