Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
xapiema	Xapiema offers UX design, app development, web design, and consulting services.	Orléans, Centre, France	1-10	Private	www.xapiema.fr	2,006,006	2012	Active	For Profit	contact@xapiema.fr	European Union (EU)		+33 02 38 84 23 81															Consulting	UX Design	Web Apps	Web Design																																		https://www.linkedin.com/company/xapiemaa/			
xavier-analytics	A Xero companion for accounting pros, Xavier guides people through the process of cleaning up and making sense of Xero data.	Bristol, Bristol, City of, United Kingdom	1-10	Private	xavier-analytics.com	391,708	Aug 1, 2018	Active	For Profit	contact@xavier-analytics.com							Xavier											Accounting	Financial Services	FinTech	Web Apps																																		https://www.facebook.com/XavierAnalyticsApp	https://www.linkedin.com/showcase/xavier-analytics/	https://twitter.com/xavieranalytics	https://xavier-analytics.com/privacy-policy/
x-com	X-com is an e-commerce agency that designs e-commerce solutions, as well as digital marketing, UX design and web apps services.	Maasbree, Limburg, The Netherlands	11-50	Private	www.x-com.nl/	242,843	2000	Active	For Profit	info@x-com.nl	European Union (EU)		+31-880-110-900															Digital Marketing	E-Commerce	Information Technology	UX Design	Web Apps																																	https://www.facebook.com/x.com.internetbureau	https://www.linkedin.com/company/x-com_2/		https://www.x-com.nl/privacy-verklaring
xiag	Xiag offers customized and cost-effective web applications solutions for customers.	Winterthur, Zurich, Switzerland	11-50	Private	www.xiag.ch/	525,929	Jan 1, 2000	Active	For Profit	office@xiag.ch			41-432553090															Information Technology	Web Apps																																				https://www.facebook.com/pg/xiag.ag/about/?ref=page_internal	https://www.linkedin.com/company/xiag-ag/		
xicons-studio	Xicons Studio develops, design custom add-ons, and test usability of custom icon design systems and pictograms.	Barcelona, Catalonia, Spain	1-10	Private	www.xicons.studio	1,199,270	Jan 1, 2016	Active	For Profit	info@xicons.co	European Union (EU)		34 635175166															Graphic Design	Usability Testing	Web Apps																																			https://www.facebook.com/xicons.studio/	https://www.linkedin.com/company/xicons/		https://www.xicons.studio/privacy-policy-legal-notice-xicons-studio
xikom	Xikom is the creator of the integrated web solution project DelePro that focuses on ERP management and automation of trading activities.	Kyiv, Kyyiv, Ukraine	11-50	Private	www.delopro.com.ua	1,750,912	Jan 1, 1995	Active	For Profit	soft@xicom.kiev.ua			380-44-5862630															Document Management	Enterprise Resource Planning (ERP)	Web Apps																																						
x-interactive	X-Interactive makes websites, webshops and web applications. We also participate in a variety of regional and national projects.	Emmen, Drenthe, The Netherlands	11-50	Private	x-interactive.nl/	930,588	2001	Active	For Profit	info@x-interactive.nl	European Union (EU)	X-Interactive	+31(0)591-319123															Internet	Software	Web Apps	Web Design	Web Development																																	https://www.facebook.com/xinteractive	https://www.linkedin.com/company/x-interactive/	https://www.twitter.com/XInteractiveNL	
xios-3	The Edge Application Platform to increase benefits & value of open source code & make it edge compatible	Linköping, Ostergotlands Lan, Sweden	1-10	Private	xios3.com	125,006	Jan 9, 2018	Active	For Profit	hello@xios3.com	European Union (EU), Nordic Countries, Scandinavia			Daniel Arthursson, Karl Hyltberg, Rasmus Lundqvist	Pre-Seed	Pre-Seed												Cloud Computing	Developer Platform	Developer Tools	Enterprise Software	Internet	PaaS	SaaS	Software	Web Apps	Web Development																												https://www.linkedin.com/company/xios-3	http://twitter.com/xios3		
xisio	Xisio offers tailor-made and holistic concepts especially for web services including web applications, website creation, and web workshops.	Darmstadt, Hessen, Germany	11-50	Private	www.xisio.com	1,695,733	Jan 1, 2000	Active	For Profit	info@xisio.com	European Union (EU)		49-6151-3963490															Web Apps	Web Design	Web Development																																			https://www.facebook.com/Xisio-493988967306599/			
x-media	X-Media is an IT company that specializes in the development of web applications, web sites and other solutions based on CMS.	Ivanec, Zagrebacka, Croatia	1-10	Private	www.xmedia.hr	1,192,790	Jan 1, 2003	Active	For Profit	web@xmedia.hr	European Union (EU)		385-42-771 833															CMS	Information Technology	Web Apps																																			https://www.facebook.com/xmedia.hr/			
xo7	Xo7 is a digital agency that provides website design, web apps, crowdfunding platforms, UX, SaaS tools and ergonomic services.	Paris, Ile-de-France, France	11-50	Private	www.xo7.fr	533,043	2013	Active	For Profit	contact@xo7.fr	European Union (EU)		+33620802138															UX Design	Web Apps	Web Design																																			https://www.linkedin.com/company/contact-xo7-fr			
x-ovo-medianetworks	X.OVO MediaNetworks is a software engineering company that develops web applications, software solutions, and desktop applications.	Aachen, Nordrhein-Westfalen, Germany	1-10	Private	www.xovo.net	1,718,762	Jan 1, 2000	Active	For Profit	info@xovo.net	European Union (EU)		49-241-46314433															Desktop Apps	Software	Software Engineering	Web Apps																																					
xplants	xplants.it is a computer company that expertise in the design and development of web and mobile applications with technical support.	Mantua, Lombardia, Italy	1-10	Private	xplants.it	781,878	Nov 4, 2004	Active	For Profit	info@xplants.it	European Union (EU)		39 049 657935															Computer	Technical Support	Web Apps																																			https://www.facebook.com/xPlants	https://www.linkedin.com/company/xplants.it/?originalSubdomain=i	https://twitter.com/xplantsit	https://xplants.it/privacy-policy
xrails	xrails is a software company for web and business applications based on modern web technologies.	Hamburg, Hamburg, Germany	11-50	Private	www.x-rails.com	1,851,465	2010	Active	For Profit	contact@x-rails.com	European Union (EU)	xrails technologies GmbH.	+49 0 40  20 93 46 35															Apps	Consulting	Information Technology	Software	Web Apps																																	https://twitter.com/xrails			
xsoft-cms	xSoft is a software development company with vast technical expertise.	Skopje, Karpos, Macedonia	11-50	Private	www.xsoft.mk/	1,233,461		Active	For Profit	xsoft@xsoft.mk		xSoft	+389 2 31 08 893															Information Technology	Internet	Software	Web Apps	Web Development																																	https://www.linkedin.com/company/xsoft/			https://www.xsoft.mk/privacy-policy
xt-ag	XT AG provides digital IT solutions in the fields of information management and mobile business applications.	Munich, Bayern, Germany	1-10	Private	www.xt-ag.com/	1,663,044		Active	For Profit	info@xt-ag.com	European Union (EU)		49.89.416146960															Information Technology	Mobile Apps	Web Apps																																			https://www.linkedin.com/company/xt-ag/about/			
xtranet	Xtranet designs the software, creates web applications, and provides internet services for the operation of organizations.	Genova, Liguria, Italy	1-10	Private	www.xtranet.it	1,379,852	Jul 15, 2005	Active	For Profit	info@xtranet.it	European Union (EU)																	Software	Web Apps	Web Design																																			https://www.linkedin.com/company/xtranet-srl/?trk=ppro_cprof&originalSubdomain=lu			
xuntos-99e6	Xuntos is a professional web development firm dedicated to the development of beautiful websites, intranet solutions, mobile and web apps.	The Hague, Zuid-Holland, The Netherlands	11-50	Private	www.xuntos.nl	1,136,440	Feb 1, 2010	Active	For Profit	info@xuntos.nl	European Union (EU)	Xuntos	31 85 401 22 82				Xuntos BV											Internet	Mobile Apps	Web Apps	Web Development																																		https://www.facebook.com/xuntosnl/	https://www.linkedin.com/company/xuntos/	https://twitter.com/xuntos	
xylene	Xylene offers transparency and traceability solutions for the supply chain management.	Ehningen, Baden-Wurttemberg, Germany	1-10	Private	xylene.io	702,028	2019	Active	For Profit	c.edwards@xylene.io	European Union (EU)	Xylene GmbH	4917645995881	Christopher Edwards, Giuseppe Benenati														Software	Supply Chain Management	Web Apps																																			https://www.facebook.com/xylene.io	https://www.linkedin.com/company/xylene	https://twitter.com/xylene_io	https://xylene.io/privacy-policy/
yack-net	Yack.net makes automatically transcribed calls with instant messaging.	Newbury, West Berkshire, United Kingdom		Private	www.yack.net	1,386,086	Nov 1, 2017	Active	For Profit					Alan Mortis														Internet	Video	Web Apps																																			https://www.facebook.com/yacknet/	https://www.linkedin.com/company/yack-net/	https://twitter.com/yackapp	
yalwa	Yalwa's mission is to bring people together. We do this by providing leading classifieds sites, business directories and open dating spaces.	Wiesbaden, Hessen, Germany	11-50	Private	www.yalwa.info/	193,677	Jul 1, 2006	Active	For Profit	jobs@yalwa.com	European Union (EU)			Klaus Gapp														Advertising	Classifieds	Dating	Internet	Local	Mobile Apps	Web Apps																															https://www.facebook.com/Yalwa.Local.Internet.Company	https://www.linkedin.com/company/yalwa---the-local-internet-company		
yamito	Yamito AB is an IT company that delivers customized web solutions, applications, and hosting services.	Borås, Vastra Gotaland, Sweden	11-50	Private	yamito.se/	1,325,081	2003	Active	For Profit		European Union (EU), Nordic Countries, Scandinavia	Yamito	010-160 55 60				Yamito											Apps	CMS	Information Technology	Internet	News	Web Apps	Web Hosting																															https://www.facebook.com/YamitoAB/	https://www.linkedin.com/company/yamito-ab/		
yapiko	Yapiko specializes in software development, application development and maintenance, system integration, and technology consulting services.	Móstoles, Madrid, Spain	11-50	Private	yapiko.com/	1,062,765	2014	Active	For Profit	info@yapiko.com	European Union (EU)	Yapiko Software House, SLU	+34-915-279-406				Yapiko Software, Yapiko Software House											Consulting	Information Technology	Mobile Apps	Software	Web Apps																																	https://www.linkedin.com/company/yapiko-software-house/	https://twitter.com/yapikosoftware		
yelhow	Yelhow provides mobile and web applications for shop floor workers.	Paris, Ile-de-France, France	1-10	Private	yelhow.com	766,358	2019	Active	For Profit		European Union (EU)																	Information Technology	Mobile Apps	Web Apps																																			https://www.facebook.com/yelhowApps	https://www.linkedin.com/company/yelhow	https://twitter.com/yelhowApps	https://yelhow.com/en/legal/privacy-policy/
yellow-and-blue	Yellow And Blue reveals true communication potentials for every screen, from early-stage design to code.	Versailles, Ile-de-France, France	1-10	Private	www.jaunebleu.co	1,203,109	2016	Active	For Profit	hello@jaunebleu.co	European Union (EU)	Yellow And Blue	+33 6 60 12 92 56															Internet	SEO	Web Apps	Web Development																																		http://www.linkedin.com/company/project-rockers-gmbh			
yellowshape	Yellowshape is an Antwerpen based digital agency offering web designing, web development, SEO, SEM and other online marketing solutions.	Antwerp, Antwerpen, Belgium	1-10	Private	www.yellowshape.com/nl/home	921,525	2011	Active	For Profit	info@yellowshape.com	European Union (EU)		03 808 26 27															Advertising	Digital Marketing	Local Advertising	Mobile Apps	SEO	Software	Web Apps	Web Design	Web Development																													https://www.linkedin.com/company/yellowshape/	https://twitter.com/yellowshape		
yell-yonkers	Yell & Yonkers is a creative agency that engages in graphic design, photography, illustrations, web applications and web development.	Sint Michielsgestel, Noord-Brabant, The Netherlands	1-10	Private	www.yellenyonkers.nl/	1,874,403	2009	Active	For Profit	info@yellenyonkers.nl	European Union (EU)		+31-65-377-5906															Graphic Design	Photography	Software	Web Apps	Web Development																																	https://www.facebook.com/yellenyonkers/	https://www.linkedin.com/company/yell-&-yonkers/		
